filename,cls,xymin,xymax,names
ILSVRC2012_val_00048794,n02071294,"(218, 92)","(240, 132)","killer whale, killer, orca, grampus, sea wolf, Orcinus orca"
ILSVRC2012_val_00048793,n03970156,"(53, 112)","(436, 218)","plunger, plumber's helper"
ILSVRC2012_val_00048792,n02356798,"(13, 60)","(559, 658)","fox squirrel, eastern fox squirrel, Sciurus niger"
ILSVRC2012_val_00048791,n01704323,"(0, 62)","(373, 498)",triceratops
ILSVRC2012_val_00048790,n13054560,"(50, 43)","(276, 237)",bolete
ILSVRC2012_val_00048789,n03141823,"(18, 90)","(561, 507)",crutch
ILSVRC2012_val_00048788,n07831146,"(51, 163)","(373, 385)",carbonara
ILSVRC2012_val_00048787,n03980874,"(1, 23)","(499, 361)",poncho
ILSVRC2012_val_00048786,n09468604,"(0, 3)","(498, 497)","valley, vale"
ILSVRC2012_val_00048785,n03594734,"(131, 17)","(302, 366)","jean, blue jean, denim"
ILSVRC2012_val_00048784,n04553703,"(195, 140)","(426, 300)","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
ILSVRC2012_val_00048783,n02085936,"(11, 86)","(423, 284)","Maltese dog, Maltese terrier, Maltese"
ILSVRC2012_val_00048782,n04389033,"(7, 101)","(223, 267)","tank, army tank, armored combat vehicle, armoured combat vehicle"
ILSVRC2012_val_00048781,n02504458,"(68, 21)","(299, 236)","African elephant, Loxodonta africana"
ILSVRC2012_val_00048780,n02094114,"(121, 66)","(499, 374)",Norfolk terrier
ILSVRC2012_val_00048779,n02110341,"(179, 53)","(370, 374)","dalmatian, coach dog, carriage dog"
ILSVRC2012_val_00048778,n03141823,"(124, 17)","(280, 758)",crutch
ILSVRC2012_val_00048777,n12144580,"(310, 467)","(376, 562)",corn
ILSVRC2012_val_00048776,n03000134,"(0, 1)","(499, 373)",chainlink fence
ILSVRC2012_val_00048775,n02666196,"(23, 67)","(785, 307)",abacus
ILSVRC2012_val_00048774,n03776460,"(22, 179)","(422, 263)","mobile home, manufactured home"
ILSVRC2012_val_00048773,n02951358,"(170, 234)","(309, 321)",canoe
ILSVRC2012_val_00048772,n02992211,"(1, 0)","(499, 396)","cello, violoncello"
ILSVRC2012_val_00048771,n02412080,"(406, 204)","(462, 286)","ram, tup"
ILSVRC2012_val_00048770,n02100236,"(21, 81)","(305, 441)",German short-haired pointer
ILSVRC2012_val_00048769,n03871628,"(12, 1)","(494, 372)",packet
ILSVRC2012_val_00048768,n04149813,"(110, 103)","(397, 330)",scoreboard
ILSVRC2012_val_00048767,n04443257,"(10, 58)","(373, 495)","tobacco shop, tobacconist shop, tobacconist"
ILSVRC2012_val_00048766,n02165105,"(7, 14)","(446, 331)",tiger beetle
ILSVRC2012_val_00048765,n04065272,"(3, 89)","(405, 316)","recreational vehicle, RV, R.V."
ILSVRC2012_val_00048764,n02514041,"(96, 222)","(612, 409)","barracouta, snoek"
ILSVRC2012_val_00048763,n03134739,"(232, 144)","(327, 241)",croquet ball
ILSVRC2012_val_00048762,n03201208,"(67, 134)","(370, 331)","dining table, board"
ILSVRC2012_val_00048761,n02100735,"(0, 70)","(497, 332)",English setter
ILSVRC2012_val_00048760,n02112706,"(16, 0)","(291, 330)",Brabancon griffon
ILSVRC2012_val_00048759,n04019541,"(51, 47)","(477, 472)","puck, hockey puck"
ILSVRC2012_val_00048758,n04254120,"(36, 51)","(265, 498)",soap dispenser
ILSVRC2012_val_00048757,n02412080,"(0, 11)","(481, 340)","ram, tup"
ILSVRC2012_val_00048756,n02120505,"(1, 10)","(323, 498)","grey fox, gray fox, Urocyon cinereoargenteus"
ILSVRC2012_val_00048755,n03452741,"(152, 28)","(499, 374)","grand piano, grand"
ILSVRC2012_val_00048754,n01688243,"(0, 62)","(480, 392)","frilled lizard, Chlamydosaurus kingi"
ILSVRC2012_val_00048753,n03538406,"(107, 125)","(444, 362)","horse cart, horse-cart"
ILSVRC2012_val_00048752,n01873310,"(165, 153)","(258, 188)","platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus"
ILSVRC2012_val_00048751,n07734744,"(433, 113)","(490, 189)",mushroom
ILSVRC2012_val_00048750,n01755581,"(18, 76)","(481, 354)","diamondback, diamondback rattlesnake, Crotalus adamanteus"
ILSVRC2012_val_00048749,n01833805,"(48, 112)","(207, 287)",hummingbird
ILSVRC2012_val_00048748,n02105251,"(81, 32)","(288, 192)",briard
ILSVRC2012_val_00048747,n03657121,"(82, 208)","(368, 492)","lens cap, lens cover"
ILSVRC2012_val_00048746,n04550184,"(60, 49)","(376, 583)","wardrobe, closet, press"
ILSVRC2012_val_00048745,n03690938,"(138, 82)","(256, 324)",lotion
ILSVRC2012_val_00048744,n04522168,"(35, 26)","(355, 440)",vase
ILSVRC2012_val_00048743,n02268443,"(143, 108)","(373, 355)","dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
ILSVRC2012_val_00048742,n03837869,"(208, 150)","(412, 496)",obelisk
ILSVRC2012_val_00048741,n02481823,"(115, 19)","(387, 333)","chimpanzee, chimp, Pan troglodytes"
ILSVRC2012_val_00048740,n03871628,"(113, 60)","(252, 212)",packet
ILSVRC2012_val_00048739,n02797295,"(124, 236)","(322, 373)","barrow, garden cart, lawn cart, wheelbarrow"
ILSVRC2012_val_00048738,n04372370,"(188, 193)","(247, 292)","switch, electric switch, electrical switch"
ILSVRC2012_val_00048737,n02096437,"(94, 27)","(439, 295)","Dandie Dinmont, Dandie Dinmont terrier"
ILSVRC2012_val_00048736,n09835506,"(19, 65)","(310, 422)","ballplayer, baseball player"
ILSVRC2012_val_00048735,n02025239,"(45, 112)","(482, 360)","ruddy turnstone, Arenaria interpres"
ILSVRC2012_val_00048734,n03259280,"(78, 14)","(435, 346)",Dutch oven
ILSVRC2012_val_00048733,n04254777,"(129, 119)","(286, 352)",sock
ILSVRC2012_val_00048732,n01537544,"(158, 132)","(440, 332)","indigo bunting, indigo finch, indigo bird, Passerina cyanea"
ILSVRC2012_val_00048731,n04532106,"(61, 191)","(345, 466)",vestment
ILSVRC2012_val_00048730,n02747177,"(37, 103)","(361, 461)","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
ILSVRC2012_val_00048729,n04192698,"(6, 9)","(545, 542)","shield, buckler"
ILSVRC2012_val_00048728,n12768682,"(255, 150)","(360, 243)","buckeye, horse chestnut, conker"
ILSVRC2012_val_00048727,n02017213,"(51, 32)","(452, 443)","European gallinule, Porphyrio porphyrio"
ILSVRC2012_val_00048726,n03016953,"(18, 16)","(471, 442)","chiffonier, commode"
ILSVRC2012_val_00048725,n02027492,"(18, 78)","(450, 373)","red-backed sandpiper, dunlin, Erolia alpina"
ILSVRC2012_val_00048724,n03710637,"(111, 151)","(254, 447)",maillot
ILSVRC2012_val_00048723,n02107312,"(181, 96)","(340, 304)",miniature pinscher
ILSVRC2012_val_00048722,n01807496,"(45, 23)","(393, 420)",partridge
ILSVRC2012_val_00048721,n04442312,"(177, 59)","(378, 283)",toaster
ILSVRC2012_val_00048720,n02099429,"(122, 82)","(414, 237)",curly-coated retriever
ILSVRC2012_val_00048719,n02606052,"(104, 87)","(626, 688)","rock beauty, Holocanthus tricolor"
ILSVRC2012_val_00048718,n02442845,"(179, 62)","(350, 333)",mink
ILSVRC2012_val_00048717,n02128757,"(1, 55)","(330, 448)","snow leopard, ounce, Panthera uncia"
ILSVRC2012_val_00048716,n02128925,"(25, 1)","(245, 369)","jaguar, panther, Panthera onca, Felis onca"
ILSVRC2012_val_00048715,n04254680,"(112, 0)","(597, 335)",soccer ball
ILSVRC2012_val_00048714,n01773797,"(15, 0)","(478, 498)","garden spider, Aranea diademata"
ILSVRC2012_val_00048713,n03786901,"(14, 3)","(279, 424)",mortar
ILSVRC2012_val_00048712,n04485082,"(86, 221)","(198, 498)",tripod
ILSVRC2012_val_00048711,n03794056,"(0, 21)","(480, 374)",mousetrap
ILSVRC2012_val_00048710,n01531178,"(135, 65)","(364, 348)","goldfinch, Carduelis carduelis"
ILSVRC2012_val_00048709,n03877472,"(0, 133)","(499, 332)","pajama, pyjama, pj's, jammies"
ILSVRC2012_val_00048708,n01770081,"(53, 33)","(441, 473)","harvestman, daddy longlegs, Phalangium opilio"
ILSVRC2012_val_00048707,n04591157,"(290, 266)","(340, 333)",Windsor tie
ILSVRC2012_val_00048706,n02412080,"(9, 0)","(492, 352)","ram, tup"
ILSVRC2012_val_00048705,n04418357,"(42, 29)","(472, 276)","theater curtain, theatre curtain"
ILSVRC2012_val_00048704,n03775546,"(339, 38)","(469, 143)",mixing bowl
ILSVRC2012_val_00048703,n03967562,"(168, 177)","(482, 314)","plow, plough"
ILSVRC2012_val_00048702,n03598930,"(87, 131)","(498, 364)",jigsaw puzzle
ILSVRC2012_val_00048701,n03459775,"(116, 313)","(360, 437)","grille, radiator grille"
ILSVRC2012_val_00048700,n01806143,"(131, 16)","(455, 392)",peacock
ILSVRC2012_val_00048699,n03494278,"(132, 192)","(379, 293)","harmonica, mouth organ, harp, mouth harp"
ILSVRC2012_val_00048698,n03777568,"(44, 6)","(474, 341)",Model T
ILSVRC2012_val_00048697,n03424325,"(132, 1)","(473, 374)","gasmask, respirator, gas helmet"
ILSVRC2012_val_00048696,n02276258,"(150, 105)","(353, 289)",admiral
ILSVRC2012_val_00048695,n04154565,"(128, 200)","(147, 248)",screwdriver
ILSVRC2012_val_00048694,n02100236,"(103, 87)","(286, 465)",German short-haired pointer
ILSVRC2012_val_00048693,n02114855,"(265, 73)","(412, 186)","coyote, prairie wolf, brush wolf, Canis latrans"
ILSVRC2012_val_00048692,n04366367,"(158, 183)","(498, 245)",suspension bridge
ILSVRC2012_val_00048691,n04147183,"(66, 0)","(591, 375)",schooner
ILSVRC2012_val_00048690,n04275548,"(19, 1)","(314, 374)","spider web, spider's web"
ILSVRC2012_val_00048689,n10565667,"(157, 20)","(318, 275)",scuba diver
ILSVRC2012_val_00048688,n02492660,"(93, 144)","(313, 379)","howler monkey, howler"
ILSVRC2012_val_00048687,n02264363,"(202, 63)","(299, 245)","lacewing, lacewing fly"
ILSVRC2012_val_00048686,n04310018,"(63, 0)","(387, 332)",steam locomotive
ILSVRC2012_val_00048685,n07873807,"(2, 1)","(499, 374)","pizza, pizza pie"
ILSVRC2012_val_00048684,n04350905,"(60, 172)","(400, 377)","suit, suit of clothes"
ILSVRC2012_val_00048683,n06785654,"(13, 0)","(424, 255)","crossword puzzle, crossword"
ILSVRC2012_val_00048682,n03196217,"(331, 173)","(484, 328)",digital clock
ILSVRC2012_val_00048681,n03126707,"(20, 52)","(499, 387)",crane
ILSVRC2012_val_00048680,n03843555,"(2, 60)","(232, 332)",oil filter
ILSVRC2012_val_00048679,n03710193,"(69, 54)","(290, 571)","mailbox, letter box"
ILSVRC2012_val_00048678,n03272562,"(64, 103)","(499, 381)",electric locomotive
ILSVRC2012_val_00048677,n12768682,"(253, 62)","(359, 196)","buckeye, horse chestnut, conker"
ILSVRC2012_val_00048676,n02168699,"(96, 0)","(464, 318)","long-horned beetle, longicorn, longicorn beetle"
ILSVRC2012_val_00048675,n01694178,"(1, 68)","(410, 301)","African chameleon, Chamaeleo chamaeleon"
ILSVRC2012_val_00048674,n09193705,"(181, 81)","(499, 222)",alp
ILSVRC2012_val_00048673,n03482405,"(26, 3)","(490, 373)",hamper
ILSVRC2012_val_00048672,n02974003,"(300, 255)","(423, 362)",car wheel
ILSVRC2012_val_00048671,n07753275,"(167, 41)","(338, 301)","pineapple, ananas"
ILSVRC2012_val_00048670,n02391049,"(0, 126)","(286, 332)",zebra
ILSVRC2012_val_00048669,n02356798,"(152, 34)","(237, 191)","fox squirrel, eastern fox squirrel, Sciurus niger"
ILSVRC2012_val_00048668,n04251144,"(203, 209)","(259, 334)",snorkel
ILSVRC2012_val_00048667,n02808304,"(67, 96)","(422, 183)",bath towel
ILSVRC2012_val_00048666,n02006656,"(101, 56)","(428, 368)",spoonbill
ILSVRC2012_val_00048665,n04243546,"(0, 0)","(498, 374)","slot, one-armed bandit"
ILSVRC2012_val_00048664,n02051845,"(85, 115)","(371, 495)",pelican
ILSVRC2012_val_00048663,n02104365,"(135, 326)","(246, 455)",schipperke
ILSVRC2012_val_00048662,n02487347,"(61, 33)","(242, 290)",macaque
ILSVRC2012_val_00048661,n02104029,"(138, 99)","(333, 228)",kuvasz
ILSVRC2012_val_00048660,n02667093,"(50, 106)","(119, 304)",abaya
ILSVRC2012_val_00048659,n01537544,"(74, 105)","(224, 360)","indigo bunting, indigo finch, indigo bird, Passerina cyanea"
ILSVRC2012_val_00048658,n01883070,"(98, 117)","(330, 269)",wombat
ILSVRC2012_val_00048657,n04532106,"(0, 0)","(265, 374)",vestment
ILSVRC2012_val_00048656,n03937543,"(69, 2)","(361, 227)",pill bottle
ILSVRC2012_val_00048655,n03657121,"(166, 426)","(265, 477)","lens cap, lens cover"
ILSVRC2012_val_00048654,n02927161,"(1, 0)","(499, 374)","butcher shop, meat market"
ILSVRC2012_val_00048653,n04371774,"(221, 0)","(478, 294)",swing
ILSVRC2012_val_00048652,n02096294,"(41, 6)","(442, 308)",Australian terrier
ILSVRC2012_val_00048651,n03903868,"(67, 186)","(499, 374)","pedestal, plinth, footstall"
ILSVRC2012_val_00048650,n02105855,"(167, 230)","(271, 343)","Shetland sheepdog, Shetland sheep dog, Shetland"
ILSVRC2012_val_00048649,n01775062,"(82, 0)","(443, 405)","wolf spider, hunting spider"
ILSVRC2012_val_00048648,n03594734,"(0, 15)","(499, 374)","jean, blue jean, denim"
ILSVRC2012_val_00048647,n02417914,"(133, 79)","(220, 174)","ibex, Capra ibex"
ILSVRC2012_val_00048646,n03998194,"(401, 225)","(499, 374)","prayer rug, prayer mat"
ILSVRC2012_val_00048645,n04456115,"(207, 57)","(259, 223)",torch
ILSVRC2012_val_00048644,n02051845,"(211, 98)","(403, 202)",pelican
ILSVRC2012_val_00048643,n04553703,"(117, 153)","(468, 371)","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
ILSVRC2012_val_00048642,n01532829,"(128, 101)","(433, 285)","house finch, linnet, Carpodacus mexicanus"
ILSVRC2012_val_00048641,n02277742,"(131, 227)","(196, 275)","ringlet, ringlet butterfly"
ILSVRC2012_val_00048640,n02012849,"(102, 22)","(329, 374)",crane
ILSVRC2012_val_00048639,n02095314,"(31, 49)","(422, 374)",wire-haired fox terrier
ILSVRC2012_val_00048638,n03690938,"(120, 46)","(237, 457)",lotion
ILSVRC2012_val_00048637,n03110669,"(0, 13)","(307, 498)","cornet, horn, trumpet, trump"
ILSVRC2012_val_00048636,n02108000,"(25, 38)","(261, 363)",EntleBucher
ILSVRC2012_val_00048635,n10565667,"(252, 61)","(499, 374)",scuba diver
ILSVRC2012_val_00048634,n03530642,"(0, 0)","(499, 387)",honeycomb
ILSVRC2012_val_00048633,n03347037,"(30, 7)","(383, 389)","fire screen, fireguard"
ILSVRC2012_val_00048632,n02676566,"(41, 161)","(461, 337)",acoustic guitar
ILSVRC2012_val_00048631,n03110669,"(389, 173)","(434, 276)","cornet, horn, trumpet, trump"
ILSVRC2012_val_00048630,n07714990,"(16, 1)","(499, 312)",broccoli
ILSVRC2012_val_00048629,n02100877,"(107, 176)","(373, 421)","Irish setter, red setter"
ILSVRC2012_val_00048628,n03250847,"(312, 124)","(466, 232)",drumstick
ILSVRC2012_val_00048627,n02104029,"(0, 112)","(330, 297)",kuvasz
ILSVRC2012_val_00048626,n03998194,"(7, 0)","(358, 498)","prayer rug, prayer mat"
ILSVRC2012_val_00048625,n02113799,"(32, 14)","(306, 434)",standard poodle
ILSVRC2012_val_00048624,n03958227,"(3, 1)","(412, 498)",plastic bag
ILSVRC2012_val_00048623,n03891332,"(154, 85)","(289, 497)",parking meter
ILSVRC2012_val_00048622,n04099969,"(0, 0)","(499, 374)","rocking chair, rocker"
ILSVRC2012_val_00048621,n02808440,"(73, 336)","(326, 456)","bathtub, bathing tub, bath, tub"
ILSVRC2012_val_00048620,n03642806,"(576, 100)","(798, 326)","laptop, laptop computer"
ILSVRC2012_val_00048619,n04120489,"(23, 1)","(492, 232)",running shoe
ILSVRC2012_val_00048618,n02437312,"(45, 96)","(407, 348)","Arabian camel, dromedary, Camelus dromedarius"
ILSVRC2012_val_00048617,n03775546,"(0, 53)","(499, 342)",mixing bowl
ILSVRC2012_val_00048616,n03388183,"(122, 182)","(1222, 612)",fountain pen
ILSVRC2012_val_00048615,n03743016,"(57, 85)","(353, 284)","megalith, megalithic structure"
ILSVRC2012_val_00048614,n01968897,"(352, 101)","(464, 181)","chambered nautilus, pearly nautilus, nautilus"
ILSVRC2012_val_00048613,n02093991,"(15, 22)","(286, 488)",Irish terrier
ILSVRC2012_val_00048612,n03759954,"(140, 249)","(255, 422)","microphone, mike"
ILSVRC2012_val_00048611,n03794056,"(34, 2)","(260, 333)",mousetrap
ILSVRC2012_val_00048610,n03770679,"(35, 45)","(455, 344)",minivan
ILSVRC2012_val_00048609,n03944341,"(0, 2)","(498, 374)",pinwheel
ILSVRC2012_val_00048608,n02487347,"(177, 81)","(367, 303)",macaque
ILSVRC2012_val_00048607,n02095889,"(5, 26)","(323, 399)","Sealyham terrier, Sealyham"
ILSVRC2012_val_00048606,n02002556,"(175, 179)","(229, 267)","white stork, Ciconia ciconia"
ILSVRC2012_val_00048605,n02870880,"(33, 370)","(497, 498)",bookcase
ILSVRC2012_val_00048604,n04254777,"(253, 26)","(484, 432)",sock
ILSVRC2012_val_00048603,n02999410,"(0, 192)","(373, 358)",chain
ILSVRC2012_val_00048602,n04591713,"(140, 0)","(373, 498)",wine bottle
ILSVRC2012_val_00048601,n01807496,"(27, 65)","(271, 310)",partridge
ILSVRC2012_val_00048600,n01518878,"(68, 52)","(241, 249)","ostrich, Struthio camelus"
ILSVRC2012_val_00048599,n03014705,"(20, 3)","(488, 403)",chest
ILSVRC2012_val_00048598,n04505470,"(62, 22)","(443, 155)",typewriter keyboard
ILSVRC2012_val_00048597,n03047690,"(276, 6)","(440, 252)","clog, geta, patten, sabot"
ILSVRC2012_val_00048596,n07717410,"(25, 1)","(422, 374)",acorn squash
ILSVRC2012_val_00048595,n03180011,"(14, 16)","(375, 373)",desktop computer
ILSVRC2012_val_00048594,n02328150,"(0, 45)","(465, 374)","Angora, Angora rabbit"
ILSVRC2012_val_00048593,n01776313,"(153, 156)","(450, 464)",tick
ILSVRC2012_val_00048592,n02089867,"(82, 45)","(499, 374)","Walker hound, Walker foxhound"
ILSVRC2012_val_00048591,n02110341,"(73, 12)","(442, 338)","dalmatian, coach dog, carriage dog"
ILSVRC2012_val_00048590,n04204238,"(2, 321)","(165, 424)",shopping basket
ILSVRC2012_val_00048589,n03991062,"(46, 0)","(348, 498)","pot, flowerpot"
ILSVRC2012_val_00048588,n02097209,"(40, 37)","(323, 460)",standard schnauzer
ILSVRC2012_val_00048587,n02910353,"(394, 650)","(484, 723)",buckle
ILSVRC2012_val_00048586,n07920052,"(106, 16)","(353, 237)",espresso
ILSVRC2012_val_00048585,n02667093,"(25, 12)","(787, 1679)",abaya
ILSVRC2012_val_00048584,n03676483,"(835, 48)","(953, 443)","lipstick, lip rouge"
ILSVRC2012_val_00048583,n02747177,"(228, 151)","(347, 274)","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
ILSVRC2012_val_00048582,n03891332,"(141, 2)","(410, 374)",parking meter
ILSVRC2012_val_00048581,n02445715,"(179, 87)","(499, 332)","skunk, polecat, wood pussy"
ILSVRC2012_val_00048580,n04523525,"(5, 2)","(372, 157)",vault
ILSVRC2012_val_00048579,n04553703,"(9, 88)","(396, 357)","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
ILSVRC2012_val_00048578,n02106166,"(182, 47)","(375, 426)",Border collie
ILSVRC2012_val_00048577,n03529860,"(25, 13)","(481, 339)","home theater, home theatre"
ILSVRC2012_val_00048576,n01494475,"(208, 19)","(368, 281)","hammerhead, hammerhead shark"
ILSVRC2012_val_00048575,n02018795,"(155, 90)","(386, 300)",bustard
ILSVRC2012_val_00048574,n01729977,"(46, 64)","(464, 257)","green snake, grass snake"
ILSVRC2012_val_00048573,n02687172,"(76, 156)","(499, 332)","aircraft carrier, carrier, flattop, attack aircraft carrier"
ILSVRC2012_val_00048572,n04335435,"(51, 84)","(464, 326)","streetcar, tram, tramcar, trolley, trolley car"
ILSVRC2012_val_00048571,n02869837,"(49, 78)","(363, 401)","bonnet, poke bonnet"
ILSVRC2012_val_00048570,n02174001,"(30, 88)","(455, 328)",rhinoceros beetle
ILSVRC2012_val_00048569,n03785016,"(47, 175)","(345, 329)",moped
ILSVRC2012_val_00048568,n04259630,"(8, 60)","(219, 175)",sombrero
ILSVRC2012_val_00048567,n03141823,"(300, 156)","(319, 270)",crutch
ILSVRC2012_val_00048566,n03717622,"(81, 58)","(393, 349)",manhole cover
ILSVRC2012_val_00048565,n03630383,"(215, 231)","(385, 532)","lab coat, laboratory coat"
ILSVRC2012_val_00048564,n04252077,"(117, 241)","(426, 374)",snowmobile
ILSVRC2012_val_00048563,n03544143,"(79, 49)","(172, 273)",hourglass
ILSVRC2012_val_00048562,n01978455,"(32, 111)","(445, 271)","rock crab, Cancer irroratus"
ILSVRC2012_val_00048561,n03496892,"(16, 72)","(464, 331)","harvester, reaper"
ILSVRC2012_val_00048560,n02364673,"(25, 72)","(483, 267)","guinea pig, Cavia cobaya"
ILSVRC2012_val_00048559,n03874599,"(382, 521)","(493, 680)",padlock
ILSVRC2012_val_00048558,n03920288,"(71, 153)","(344, 333)",Petri dish
ILSVRC2012_val_00048557,n03347037,"(9, 39)","(213, 298)","fire screen, fireguard"
ILSVRC2012_val_00048556,n02814533,"(50, 138)","(222, 244)","beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
ILSVRC2012_val_00048555,n02965783,"(87, 39)","(499, 331)",car mirror
ILSVRC2012_val_00048554,n03124043,"(57, 19)","(214, 334)",cowboy boot
ILSVRC2012_val_00048553,n02006656,"(93, 34)","(431, 325)",spoonbill
ILSVRC2012_val_00048552,n01601694,"(17, 61)","(209, 217)","water ouzel, dipper"
ILSVRC2012_val_00048551,n04252077,"(86, 180)","(303, 364)",snowmobile
ILSVRC2012_val_00048550,n04357314,"(319, 200)","(394, 342)","sunscreen, sunblock, sun blocker"
ILSVRC2012_val_00048549,n01829413,"(2, 0)","(495, 371)",hornbill
ILSVRC2012_val_00048548,n01704323,"(64, 0)","(499, 306)",triceratops
ILSVRC2012_val_00048547,n02504013,"(45, 27)","(321, 472)","Indian elephant, Elephas maximus"
ILSVRC2012_val_00048546,n02317335,"(137, 71)","(373, 318)","starfish, sea star"
ILSVRC2012_val_00048545,n04542943,"(37, 55)","(287, 425)",waffle iron
ILSVRC2012_val_00048544,n04039381,"(278, 338)","(305, 386)","racket, racquet"
ILSVRC2012_val_00048543,n04330267,"(114, 0)","(458, 360)",stove
ILSVRC2012_val_00048542,n01698640,"(2, 3)","(499, 361)","American alligator, Alligator mississipiensis"
ILSVRC2012_val_00048541,n04532106,"(107, 27)","(442, 269)",vestment
ILSVRC2012_val_00048540,n02011460,"(161, 60)","(421, 355)",bittern
ILSVRC2012_val_00048539,n04591713,"(311, 155)","(451, 498)",wine bottle
ILSVRC2012_val_00048538,n07836838,"(116, 32)","(410, 281)","chocolate sauce, chocolate syrup"
ILSVRC2012_val_00048537,n02105056,"(0, 10)","(396, 498)",groenendael
ILSVRC2012_val_00048536,n02101388,"(114, 85)","(235, 370)",Brittany spaniel
ILSVRC2012_val_00048535,n02408429,"(195, 152)","(409, 297)","water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
ILSVRC2012_val_00048534,n09421951,"(214, 191)","(498, 374)","sandbar, sand bar"
ILSVRC2012_val_00048533,n04265275,"(292, 2)","(388, 101)",space heater
ILSVRC2012_val_00048532,n03208938,"(172, 129)","(383, 380)","disk brake, disc brake"
ILSVRC2012_val_00048531,n03888605,"(149, 245)","(341, 330)","parallel bars, bars"
ILSVRC2012_val_00048530,n02105251,"(28, 46)","(326, 295)",briard
ILSVRC2012_val_00048529,n04179913,"(213, 144)","(265, 275)",sewing machine
ILSVRC2012_val_00048528,n02948072,"(140, 41)","(263, 142)","candle, taper, wax light"
ILSVRC2012_val_00048527,n02097298,"(151, 86)","(281, 301)","Scotch terrier, Scottish terrier, Scottie"
ILSVRC2012_val_00048526,n12144580,"(378, 326)","(397, 350)",corn
ILSVRC2012_val_00048525,n02443114,"(62, 115)","(184, 272)","polecat, fitch, foulmart, foumart, Mustela putorius"
ILSVRC2012_val_00048524,n03271574,"(260, 59)","(363, 332)","electric fan, blower"
ILSVRC2012_val_00048523,n01774384,"(156, 66)","(292, 257)","black widow, Latrodectus mactans"
ILSVRC2012_val_00048522,n03841143,"(67, 1)","(465, 370)","odometer, hodometer, mileometer, milometer"
ILSVRC2012_val_00048521,n02730930,"(0, 25)","(490, 476)",apron
ILSVRC2012_val_00048520,n04418357,"(142, 0)","(423, 222)","theater curtain, theatre curtain"
ILSVRC2012_val_00048519,n02971356,"(1, 28)","(340, 448)",carton
ILSVRC2012_val_00048518,n04296562,"(64, 97)","(451, 287)",stage
ILSVRC2012_val_00048517,n03445777,"(182, 79)","(432, 327)",golf ball
ILSVRC2012_val_00048516,n04037443,"(45, 112)","(434, 302)","racer, race car, racing car"
ILSVRC2012_val_00048515,n02107683,"(12, 3)","(408, 331)",Bernese mountain dog
ILSVRC2012_val_00048514,n03000247,"(427, 78)","(865, 550)","chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
ILSVRC2012_val_00048513,n02102177,"(38, 65)","(352, 477)",Welsh springer spaniel
ILSVRC2012_val_00048512,n02111277,"(0, 81)","(392, 297)","Newfoundland, Newfoundland dog"
ILSVRC2012_val_00048511,n02410509,"(71, 13)","(499, 310)",bison
ILSVRC2012_val_00048510,n04399382,"(10, 43)","(437, 480)","teddy, teddy bear"
ILSVRC2012_val_00048509,n01704323,"(33, 91)","(455, 250)",triceratops
ILSVRC2012_val_00048508,n04458633,"(137, 36)","(232, 498)",totem pole
ILSVRC2012_val_00048507,n03394916,"(219, 196)","(499, 383)","French horn, horn"
ILSVRC2012_val_00048506,n02917067,"(57, 154)","(495, 245)","bullet train, bullet"
ILSVRC2012_val_00048505,n01774750,"(89, 127)","(386, 366)",tarantula
ILSVRC2012_val_00048504,n04118538,"(360, 168)","(395, 216)",rugby ball
ILSVRC2012_val_00048503,n04532106,"(31, 161)","(338, 498)",vestment
ILSVRC2012_val_00048502,n02129165,"(701, 193)","(1833, 1183)","lion, king of beasts, Panthera leo"
ILSVRC2012_val_00048501,n02113023,"(160, 22)","(499, 374)","Pembroke, Pembroke Welsh corgi"
